City,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,20.92,3.23,13.32,9.81,0.56,15.85,25.36,0,0.01,0.1,60,Satisfactory
Amaravati,27.08,2.49,9.07,6.97,0.52,11.04,33.63,0,0.01,,101,Moderate
Amaravati,23.72,2.9,8.11,6.76,0.44,8.55,27.48,0,0,,63,Satisfactory
Amaravati,22.49,5.46,12,10.75,0.43,5.49,23.63,0,0,,57,Satisfactory
Amaravati,21.59,2.9,10.62,8.02,0.41,11.52,19.77,0,0,,54,Satisfactory
Amaravati,34.44,3.11,13.02,9.5,0.5,14.74,33.17,0,0.01,,61,Satisfactory
Amaravati,49.2,2.37,16.7,10.86,0.69,15.37,44.06,0.08,0.18,0.16,120,Moderate
Amaravati,42.1,1.68,13.22,8.24,0.57,11.6,44.93,2.25,4.15,0.74,105,Moderate
Amaravati,16.39,2.15,8.68,6.38,0.62,10.98,31.2,1.7,4.48,0.42,92,Satisfactory
Amaravati,12.88,2.82,9.92,7.57,0.69,12.43,29.66,1.38,5.33,0.54,86,Satisfactory
Amaravati,10.66,4.02,8.02,7.5,0.35,12.07,22.33,1.05,4.23,0.34,56,Satisfactory
Amaravati,12.77,2.6,8.45,6.56,0.53,14.06,22.67,0.95,3.31,0.29,78,Satisfactory
Amaravati,27,5.03,15.67,12.51,0.41,13.33,27.15,1.01,6.81,0.67,74,Satisfactory
Amaravati,32.79,4.4,17.4,12.91,0.4,9.21,31.25,0.86,4.9,0.37,97,Satisfactory
Amaravati,39.77,14.09,24.88,24.78,0.45,8.16,27.19,1.07,9.76,1.02,107,Moderate
Amaravati,43.78,6.29,19.29,15.47,0.64,11.35,29.47,1.03,6.87,0.58,130,Moderate
Amaravati,40.96,4.18,14.19,11.01,0.46,7.42,22.03,1.46,5.11,0.44,110,Moderate
Amaravati,40.08,6.5,14.86,12.92,0.58,7.89,28.04,1.74,9.37,0.68,98,Satisfactory
Amaravati,22.52,7.47,13.59,13.38,0.56,10.99,21.12,1.17,4.07,0.33,101,Moderate
Amaravati,22.09,2.18,9.6,6.94,0.68,9.51,29.78,1.87,3.29,0.26,85,Satisfactory
Amaravati,25.39,2.04,7.75,5.44,0.7,9.14,32.42,4.88,2.68,2.27,85,Satisfactory
Amaravati,21.71,1.13,6.24,4.23,0.5,7.63,36.81,1.7,2.82,0.13,60,Satisfactory
Amaravati,23.56,2.86,12.03,8.56,0.53,10.27,29.46,1.18,3.57,0.28,56,Satisfactory
Amaravati,23.68,9.37,14.63,15.49,0.53,8.61,29.24,1.4,4.5,0.38,67,Satisfactory
Amaravati,17.99,2.41,8.02,5.87,0.47,9.11,29.02,1.46,3.2,0.2,79,Satisfactory
Amaravati,17.03,2.89,10.15,7.82,0.5,13.84,21.8,1.51,3.77,0.25,45,Good
Amaravati,20.58,3.09,9.93,7.87,0.49,10.38,21.95,1.2,3.07,0.21,53,Satisfactory
Amaravati,24,2.23,10.84,7.69,0.54,12.07,32.91,1.09,3.83,0.24,69,Satisfactory
Amaravati,27.44,3.41,12.49,9.43,0.54,12.69,28.07,1.18,3.54,0.3,65,Satisfactory
Amaravati,24.11,2.56,9.81,7.4,0.45,8.19,30.44,1.08,2.73,0.21,78,Satisfactory
Amaravati,28.43,1.74,9.49,6.53,0.56,17.06,42.66,1.26,2.14,0.18,83,Satisfactory
Amaravati,33,1.11,9.26,5.64,0.58,16.56,34.64,0.69,3.43,0.22,64,Satisfactory
Amaravati,37.09,1.55,7.48,4.74,0.69,12.4,38.42,0.52,3.58,0.15,102,Moderate
Amaravati,30.05,1.54,8.62,5.72,0.71,14.7,31.67,1.13,2.43,0.22,92,Satisfactory
Amaravati,20.75,1.4,5.59,4.08,0.48,9.15,25.97,1.09,1.72,0.15,58,Satisfactory
Amaravati,13.97,3.77,7.21,6.99,0.64,10.24,20.32,1.33,2.13,0.23,76,Satisfactory
Amaravati,18.72,3.12,6.06,5.7,0.67,13.03,28.03,1.06,2.11,0.15,78,Satisfactory
Amaravati,22.07,2.2,5.25,3.94,0.62,12.96,40.3,0.51,2.03,0.16,91,Satisfactory
Amaravati,19.4,1.42,7.03,4.48,0.76,10.88,38.75,0.8,1.6,0.15,124,Moderate
Amaravati,13.49,1.45,4.2,3.38,0.57,12.69,22.15,0.69,1.25,0.13,75,Satisfactory
Amaravati,20.68,1.56,4.48,3.53,0.63,10.9,26.79,0.71,1.43,0.12,73,Satisfactory
Amaravati,16.52,1.14,3.14,2.26,0.61,8.92,39.57,0.67,2.24,0.12,101,Moderate
Amaravati,15.91,0.46,2.04,0.86,0.4,13.09,33.05,0.63,1.54,0.12,64,Satisfactory
Amaravati,17.24,2.53,5.32,4.04,0.58,14.02,30.87,0.78,2.17,0.16,80,Satisfactory
Amaravati,25.87,2.4,9.61,6.54,0.39,11.84,46.66,0.67,2.74,0.25,85,Satisfactory
Amaravati,15.77,1.12,6.04,4.03,0.36,14.45,28.78,0.62,1.37,0.14,80,Satisfactory
Amaravati,23.75,1.94,11.38,7.46,0.64,18.42,19.94,0.33,2.13,0.18,84,Satisfactory
Amaravati,25.36,2.19,20.61,12.25,0.65,22.54,20.53,0.67,2.07,0.21,79,Satisfactory
Amaravati,32.7,2.19,17.13,10.91,0.54,15.71,25.28,0.52,2.02,0.18,91,Satisfactory
Amaravati,20.21,2.65,13.78,9.52,0.51,10.6,26.51,0.16,3.11,0.14,79,Satisfactory
Amaravati,11.55,3.35,13.27,9.6,0.59,12.58,26.46,0.19,2.64,0.12,82,Satisfactory
Amaravati,9.39,2.81,12.29,8.89,0.35,17.07,24.65,0.27,2.25,0.14,45,Good
Amaravati,9.77,1.48,12.59,7.81,0.32,21.81,28.75,0.01,2.55,0.14,41,Good
Amaravati,21.38,2.29,19.85,11.65,0.48,23.3,39.42,0.39,2.28,0.23,78,Satisfactory
Amaravati,24.68,8.38,29.05,22.21,0.58,16.03,23.73,0.41,3.95,0.48,124,Moderate
Amaravati,17.58,2.68,18.08,11.89,0.48,12.66,27.14,0.25,2.73,0.21,73,Satisfactory
Amaravati,28.05,4.67,18.74,13.85,0.48,12.78,25.81,0.24,1.43,0.13,71,Satisfactory
Amaravati,27.98,2.79,18.31,12.1,0.51,8.71,34.54,0.19,1.79,0.13,79,Satisfactory
Amaravati,23.32,1.97,16.88,10.58,0.66,16.4,34.16,0.38,1.13,0.11,78,Satisfactory
Amaravati,15.52,2.16,15.11,9.79,0.42,13.67,23.72,0.11,1.33,0.18,57,Satisfactory
Amaravati,12.11,2.1,15.46,9.94,0.31,12.72,23.43,0.06,1.73,0.13,46,Good
Amaravati,19.03,1.99,19.23,11.85,0.4,13.57,35.2,0.05,1.84,0.18,58,Satisfactory
Amaravati,27.18,2.87,23.54,14.82,0.64,26.8,38.05,0.45,2.85,0.27,83,Satisfactory
Amaravati,38.9,1.76,27.29,16.03,0.98,16.06,56.99,0.57,3.44,0.37,109,Moderate
Amaravati,57.73,3.54,35.92,21.98,0.78,16.59,58.87,0.7,5.18,0.51,148,Moderate
Amaravati,44.49,1.17,22.32,12.89,0.53,16.97,67.99,0.35,2.22,0.38,158,Moderate
Amaravati,39.76,1.12,23.24,13.25,0.52,15.33,69.15,0.35,1.97,0.18,146,Moderate
Amaravati,47.3,1.53,20.22,12.09,0.64,22.25,68.43,0.3,2.17,0.15,133,Moderate
Amaravati,39.81,1.14,18.58,10.81,0.44,13.03,51.98,0.14,1.37,0.12,122,Moderate
Amaravati,49.19,0.95,26.89,13.92,0.77,25.9,73.55,0.48,4,0.2,126,Moderate
Amaravati,40.38,1.4,24.31,13.78,0.7,30.4,74.3,0.34,2.48,0.18,131,Moderate
Amaravati,44.65,1.63,19.79,12,0.63,19.26,54.72,0.34,2.48,0.12,124,Moderate
Amaravati,35.5,1.74,19.29,11.72,0.59,17.83,49.82,0.33,1.68,0.12,106,Moderate
Amaravati,34.12,1.7,19.98,12.12,0.7,24.2,42.21,0.14,1.32,0.11,109,Moderate
Amaravati,41.62,1.93,20.32,12.54,0.53,21.47,43.36,0.23,2.08,0.12,92,Satisfactory
Amaravati,43.1,2,21.71,13.26,0.67,24.72,42.13,0.31,1.77,0.16,88,Satisfactory
Amaravati,35.3,0.8,17.33,9.84,0.47,17.09,44.47,0.06,1.16,0.11,95,Satisfactory
Amaravati,40.35,0.91,18.93,10.8,0.53,23.95,45.97,0.06,1.32,0.11,93,Satisfactory
Amaravati,32.33,1.83,19.42,11.91,0.61,21.27,34.54,0.15,1.24,0.11,104,Moderate
Amaravati,24.95,1.86,20.68,12.51,0.49,16.73,19.84,0.1,1.17,0.14,80,Satisfactory
Amaravati,30.42,1.27,16.96,10.05,0.72,13.67,30.35,0.21,1.02,0.11,99,Satisfactory
Amaravati,36.5,1.5,17.83,10.77,0.63,14.71,37.15,0.17,1.46,0.11,99,Satisfactory
Amaravati,40.04,1.7,17.31,10.2,0.89,18.61,48.85,0.21,1.82,0.11,108,Moderate
Amaravati,40.51,0.71,16.93,9.55,0.51,14.62,54.63,0.14,1.55,0.14,99,Satisfactory
Amaravati,38.88,1.31,18,10.69,0.47,13.86,51.56,0.14,1.27,0.11,106,Moderate
Amaravati,36.31,1.47,18.03,10.88,0.52,17.79,42.23,0.14,1.09,0.11,85,Satisfactory
Amaravati,38.7,1.45,16.29,9.94,0.48,15.76,42.04,0.14,1.06,0.11,83,Satisfactory
Amaravati,33.52,2.11,26.44,15.85,0.57,19.96,45.17,0.23,2.96,0.15,83,Satisfactory
Amaravati,36.8,0.97,17.39,10.05,0.51,14.55,48.97,0.03,1.06,0.12,74,Satisfactory
Amaravati,41.89,1.66,22.98,13.65,0.77,17.7,39.43,0.16,1.62,0.19,103,Moderate
Amaravati,41.47,0.72,18.25,10.27,0.5,16.21,54.72,0.05,1.29,0.13,101,Moderate
Amaravati,31.52,1.39,20.17,11.91,0.45,18.1,43.53,0.13,1.09,0.13,80,Satisfactory
Amaravati,39.73,1.54,27.54,15.99,0.95,17.17,42.88,0.17,2.37,0.24,107,Moderate
Amaravati,36.24,0.66,19.93,10.94,0.46,21.35,54.64,0.06,1.09,0.11,91,Satisfactory
Amaravati,24.16,1.81,26.79,9.83,0.53,26.62,41.27,0.28,1.46,0.16,78,Satisfactory
Amaravati,23.12,1.52,24.2,13.97,0.52,23.46,56.71,0.15,1.38,0.12,65,Satisfactory
Amaravati,31.95,2.87,26.2,16.27,0.58,17.18,55.48,0.03,1.32,0.14,71,Satisfactory
Amaravati,26.02,0.73,20.95,11.65,0.52,15.99,75.1,0.07,1.06,0.12,90,Satisfactory
Amaravati,22.19,2.62,25.07,15.42,0.5,18.35,62.52,0.13,1.19,0.18,78,Satisfactory
Amaravati,13.91,3.61,24.16,15.86,0.37,14.02,44.59,0.08,1.26,0.12,61,Satisfactory
Amaravati,11.81,5,29.99,20.12,0.34,13.82,41.43,0.09,1.65,0.13,50,Good
Amaravati,10.02,4.88,33.11,21.72,0.49,17.28,38.1,0.2,2.31,0.1,42,Good
Amaravati,9.55,3.23,24.02,15.47,0.36,16.48,32.84,0.27,1.13,0.12,38,Good
Amaravati,17.42,1.53,18.88,11.36,0.38,14.79,38.49,0.08,0.96,0.2,54,Satisfactory
Amaravati,19.25,0.8,18.26,10.36,0.31,9.68,47.37,0.22,1.39,0.1,75,Satisfactory
Amaravati,23.99,3.71,28.19,18.1,0.49,14.94,30.27,0.18,3.67,0.18,72,Satisfactory
Amaravati,23.62,7.98,36.52,26.01,0.46,13.66,30.54,0.27,3.55,0.44,59,Satisfactory
Amaravati,21.28,2.87,27.95,16.23,0.44,18.83,38.25,0.27,3.08,0.19,77,Satisfactory
Amaravati,14.03,3.87,25.45,16.74,0.45,18.94,34.87,0.28,1.73,0.14,59,Satisfactory
Amaravati,17.9,2.87,29.14,17.92,0.57,16.39,32.98,0.18,2.02,0.15,42,Good
Amaravati,17.07,1.54,25.75,15.04,0.5,16.01,36.19,0.04,1.81,5.99,46,Good
Amaravati,13.45,1,24.16,13.66,0.46,14.9,40.53,0.06,1.31,0.2,48,Good
Amaravati,15.93,1.43,20.53,12.15,0.43,16.53,42.92,0.11,1.04,0.11,53,Satisfactory
Amaravati,19.8,2.36,30.66,18.32,0.76,14.36,38.26,0.08,2.31,0.28,78,Satisfactory
Amaravati,21.45,4.83,36.24,23.3,0.73,17.88,24.68,0.08,2.16,0.31,74,Satisfactory
Amaravati,12.45,3.08,26.62,16.74,0.53,17.43,27.85,0.1,1.04,0.17,70,Satisfactory
Amaravati,9.57,2.1,22,13.49,0.36,19.5,32.37,0.07,0.44,0.1,42,Good
Amaravati,8.23,1.72,20.71,12.5,0.32,18.01,32.91,0.05,0.23,,40,Good
Amaravati,11.55,1.2,22.16,12.76,0.35,17,40.21,0.03,0.41,0.1,46,Good
Amaravati,13.4,4.39,29.37,19.27,0.42,16.27,29.58,0.11,0.91,0.24,39,Good
Amaravati,12.05,6.49,29.88,21.26,0.59,13.78,23.41,0.07,0.72,0.12,66,Satisfactory
Amaravati,14.54,7.23,30.62,22.26,0.61,12.6,27.29,0.09,0.67,0.1,68,Satisfactory
Amaravati,8.4,11.11,30.36,25.27,0.57,14.32,26.69,0.27,0.83,0.16,68,Satisfactory
Amaravati,10.31,8.27,25.22,20.23,0.62,16.24,22.99,0.23,1.38,0.59,70,Satisfactory
Amaravati,13.91,2.55,18,11.62,0.58,18.86,26.64,0.21,0.49,0.16,72,Satisfactory
Amaravati,15.17,0.93,18.2,10.43,0.39,23.12,30.24,0.09,0.56,0.16,43,Good
Amaravati,13.1,2.64,22.88,14.4,0.33,17.88,25.83,0.17,0.97,0.17,35,Good
Amaravati,11.3,4.61,23.47,16.32,0.28,17.09,27.47,0.11,0.82,0.15,37,Good
Amaravati,13.03,5.45,25.64,18.15,0.51,20.09,32.1,0.15,1.14,0.11,75,Satisfactory
Amaravati,11.17,5.24,26.2,18.29,0.34,23.89,26.88,0.2,1.2,0.11,40,Good
Amaravati,11.65,5.28,22.68,16.42,0.56,22.58,25.94,0.15,2.15,0.18,70,Satisfactory
Amaravati,17.22,1.25,4.58,3.13,0.42,14.79,36.77,0.2,1.3,0.25,48,Good
Amaravati,12.68,0.74,3.7,2.34,0.4,15.89,31.62,0.03,0.56,0.17,41,Good
Amaravati,10.73,2.92,9.95,7.26,0.36,16.35,32.13,0.12,1.45,0.22,48,Good
Amaravati,14.44,4.68,17.05,12.96,0.47,15.46,27.69,0.18,2.6,0.29,39,Good
Amaravati,21.86,4.74,19.35,14.24,0.45,19.19,31.87,0.44,16.07,0.39,55,Satisfactory
Amaravati,16.18,3.29,16.01,11.13,0.43,12.93,35.8,0.18,2.28,0.21,53,Satisfactory
Amaravati,22.28,2.14,13.16,8.82,0.54,20.51,33.08,0.08,1.4,0.26,46,Good
Amaravati,11.14,1.11,5.65,3.93,0.44,13.82,37.65,0.05,1.13,0.26,47,Good
Amaravati,14.72,1.25,4.64,3.56,0.49,9.71,34.63,0.03,0.98,0.18,45,Good
Amaravati,12.89,2.53,9.64,7.23,0.5,15.68,29.49,0.09,1.26,0.2,39,Good
Amaravati,13.53,8.56,12.71,13.79,0.42,15.77,22.09,0.09,0.98,0.16,35,Good
Amaravati,7.48,4.57,10.04,8.96,0.38,12.51,20.01,0.09,0.96,0.15,35,Good
Amaravati,12.52,1.4,3.94,2.89,0.55,14.14,22.33,0.13,0.94,0.16,65,Satisfactory
Amaravati,13.25,0.65,2.08,1.4,0.33,12.58,22.05,0,0.38,0.1,36,Good
Amaravati,10.89,5.81,11.39,9.53,0.56,21.15,19.61,0.1,0.84,0.15,68,Satisfactory
Amaravati,8,5.36,10.03,9.41,0.31,14.72,22.5,0.19,0.98,0.13,28,Good
Amaravati,10.62,2.17,4.4,4.19,0.38,11.66,24.46,0.2,0.88,0.11,29,Good
Amaravati,8.71,1.77,4.43,3.76,0.39,13.83,20.11,0.06,0.5,0.21,34,Good
Amaravati,6.85,1.61,1.52,1.86,0.46,13.29,18.07,0.04,0.26,0.1,68,Satisfactory
Amaravati,9.31,1.48,3.35,2.36,0.32,11.83,20.23,0.09,0.36,0.1,24,Good
Amaravati,9.09,1.68,4.02,3.51,0.34,10.88,23.92,0.19,0.4,,27,Good
Amaravati,7.53,2.74,6.1,5.55,0.34,26.08,26.62,0.35,0.49,0.1,31,Good
Amaravati,6.89,2.96,6.48,5.95,0.34,13.35,21.06,0.06,0.61,0.12,32,Good
Amaravati,7.35,3.22,6.38,6.1,0.46,11.57,21.64,0.22,0.5,0.1,66,Satisfactory
Amaravati,7.45,3.47,7.66,6.99,0.27,11.94,22.68,0.29,0.5,0.1,27,Good
Amaravati,10.88,3.17,10.11,8.05,0.41,11.86,22.62,0.12,1.08,0.16,32,Good
Amaravati,13.49,2.45,7.57,6.12,0.5,19.01,27.18,0.29,0.78,0.28,70,Satisfactory
Amaravati,16.6,2.07,6.74,5.37,0.6,15.64,31.28,0.28,0.94,0.14,76,Satisfactory
Amaravati,18.19,1.89,7.45,5.5,0.32,12.44,25.4,0.37,0.73,,49,Good
Amaravati,24.56,2.23,9.16,6.49,0.58,18.9,33.97,0.19,1.87,0.52,51,Satisfactory
Amaravati,15.75,2.8,9.34,7.33,0.4,28.32,36.06,0.16,1.66,0.17,49,Good
Amaravati,17.54,2.74,9.58,7.48,0.42,20.69,28.25,0.28,3.35,0.12,40,Good
Amaravati,15.8,3.71,12.43,9.71,0.62,11.3,36.47,0.12,0.95,0.23,92,Satisfactory
Amaravati,14.98,4.5,13.97,11.18,0.47,14.17,29.78,0.12,0.75,0.14,47,Good
Amaravati,10.11,23.03,14.19,14.12,0.45,16.84,23.09,0.13,0.99,0.13,37,Good
Amaravati,23.31,2.21,12.18,8.29,0.55,18.77,31.69,0.05,1.04,0.3,50,Good
Amaravati,27.63,3.3,11.48,8.92,0.89,18.89,31.23,0.15,1.48,0.26,78,Satisfactory
Amaravati,21.05,5.93,14.29,12.62,0.7,12.85,24.81,0.16,2.59,0.27,45,Good
Amaravati,18.12,5.09,11.78,10.49,0.46,14.24,17.41,0.12,2.45,0.54,43,Good
Amaravati,7.09,2.65,7.41,6.2,0.65,13.87,29.37,0.14,1.13,0.27,72,Satisfactory
Amaravati,7.08,3.19,7.96,6.83,0.45,13.99,26.75,0.05,1.45,0.37,46,Good
Amaravati,9.79,3.35,11.9,9.14,0.65,14.02,30.06,0.08,1.85,0.39,74,Satisfactory
Amaravati,32.29,2.67,12.02,8.66,0.72,15.53,47.76,0.37,4.97,0.46,55,Satisfactory
Amaravati,40,3.08,13.18,9.6,0.64,15.3,51.95,0.34,4.49,0.32,72,Satisfactory
Amaravati,19.31,5.32,13.02,11.34,0.52,11.22,28.81,0.26,4.8,0.42,51,Satisfactory
Amaravati,9.48,3.47,11.3,8.92,0.58,12.14,27.95,0.13,2.5,0.32,43,Good
Amaravati,13.78,3.08,10.61,8.24,0.47,11.83,29.61,0.21,3.14,0.24,41,Good
Amaravati,8.12,1.93,7.85,5.75,0.53,11.39,34.36,0.08,2,0.18,52,Satisfactory
Amaravati,9.99,3.25,12.56,9.33,0.72,8.72,29.54,0.2,3.97,0.22,72,Satisfactory
Amaravati,9.29,8.72,16.43,15.93,0.59,11.26,25.66,0.25,2.18,0.28,44,Good
Amaravati,11.75,3.84,13.51,10.4,0.72,10.68,23.48,0.15,1.74,0.16,71,Satisfactory
Amaravati,7.14,4.15,11.84,9.76,0.5,8.21,28.73,0.19,1.11,0.23,40,Good
Amaravati,7.53,3.75,10.7,8.83,0.46,5.29,25.04,0.14,1.46,0.16,39,Good
Amaravati,11.82,3.59,11.1,8.92,0.72,9.54,24.82,0.2,3.1,0.22,69,Satisfactory
Amaravati,18.57,3,9.97,7.46,0.76,14.66,22.53,0.23,3.37,0.22,49,Good
Amaravati,38.32,3.85,9.76,8.42,0.55,18.55,30.26,0.24,2.71,0.17,67,Satisfactory
Amaravati,19.51,3.98,13.01,10.25,0.65,15.46,29.36,0.22,3.84,0.24,48,Good
Amaravati,18.54,6.02,13.63,12.23,0.62,12.08,28.76,0.2,2.33,0.22,48,Good
Amaravati,12.01,7.47,13.82,13.43,0.64,11.34,25.6,0.27,4.01,0.29,45,Good
Amaravati,12.95,6,13.44,12.11,0.58,12.65,31.2,0.17,2.21,0.2,64,Satisfactory
Amaravati,18.41,7.8,11.45,12.51,0.6,11.51,31.08,0.16,1.6,0.16,49,Good
Amaravati,42.98,5.08,15.53,12.48,0.67,12.3,45.78,0.31,2.35,0.18,74,Satisfactory
Amaravati,56.76,4.62,20.7,14.85,0.68,17.89,41.87,0.44,5.99,0.21,94,Satisfactory
Amaravati,78.45,6.19,26,19.23,0.82,29.06,42.11,0.59,5.45,0.28,122,Moderate
Amaravati,89.53,4,22.79,15.39,0.89,20.75,42.72,0.79,9.7,0.27,190,Moderate
Amaravati,85.95,4.35,24.78,16.8,1.04,15.74,47.62,0.58,5.05,0.22,198,Moderate
Amaravati,81.5,3.06,20.13,13.3,0.93,21.32,52.53,0.46,4.72,0.17,174,Moderate
Amaravati,77.93,2.23,14.09,9.4,0.75,20.18,58.79,0.59,4.45,0.19,168,Moderate
Amaravati,51.46,1.84,12.24,8.01,0.64,11.75,44.89,0.49,2.46,0.12,126,Moderate
Amaravati,39.26,2.81,16.23,10.92,0.67,10.97,39.44,0.33,2.9,0.11,77,Satisfactory
Amaravati,37.5,4.33,20.42,14.47,0.91,11.84,34.42,0.22,2.58,0.16,94,Satisfactory
Amaravati,45.41,2.6,14.75,10.05,0.64,13.6,50.03,0.26,4.34,0.1,73,Satisfactory
Amaravati,50.33,3.02,16.68,11.42,0.93,10.82,59.48,0.36,2.64,0.24,101,Moderate
Amaravati,60.86,2.41,13.27,9.11,0.8,15.36,60.81,0.28,3.78,0.11,100,Satisfactory
Amaravati,64.88,2.5,15.42,10.32,1.04,15.4,47.96,0.35,4.66,0.17,115,Moderate
Amaravati,63.97,2.43,18.14,11.62,0.83,22.37,37.65,0.21,4.76,0.12,127,Moderate
Amaravati,42.45,2.7,14.32,9.89,0.81,15.71,37.44,0.16,2.7,0.14,90,Satisfactory
Amaravati,62.31,2.51,14.9,10.06,1,16.91,49.95,0.22,1.34,0.18,98,Satisfactory
Amaravati,80.27,2.34,12.84,8.83,0.79,14.86,60.68,0.31,1.85,0.12,162,Moderate
Amaravati,63.19,2.34,13.46,9.15,0.98,12.61,65.38,0.48,2.41,0.1,141,Moderate
Amaravati,53.15,2.74,15.54,10.58,0.65,7.74,55.76,0.6,12.8,0.11,94,Satisfactory
Amaravati,63.39,2.4,15.36,10.21,0.71,12.64,48.1,0.63,6.28,0.17,97,Satisfactory
Amaravati,76.12,1.96,16.19,10.21,0.83,13.3,51.68,0.66,8.57,0.17,136,Moderate
Amaravati,83.5,2.75,15.78,10.74,0.81,14.34,61.97,0.56,4.21,0.14,167,Moderate
Amaravati,79.85,2.61,16.51,10.24,1.15,17.76,62.87,0.73,3.13,0.16,174,Moderate
Amaravati,68.76,2.82,21.1,13.61,0.92,19.3,55.76,0.71,6.18,0.2,151,Moderate
Amaravati,57.83,2.46,14.13,9.61,0.78,15.1,51.67,0.4,2.13,0.15,121,Moderate
Amaravati,35.69,2.11,14.42,9.39,0.67,14.59,43.35,0.49,8.64,0.14,78,Satisfactory
Amaravati,55.2,2.55,12.3,8.72,0.81,18.46,44.15,0.21,4.76,0.1,79,Satisfactory
Amaravati,65.14,2.68,16.03,10.7,0.95,9.83,43.92,0.15,2.41,,94,Satisfactory
Amaravati,55.72,2.85,13.9,9.8,0.7,10.3,42.3,0.21,1.95,0.1,98,Satisfactory
Amaravati,63.99,2.93,14.49,10.18,0.72,14.19,43.47,0.28,2,0.1,100,Satisfactory
Amaravati,77.57,3.06,14.81,10.46,0.83,14.99,56.45,0.36,1.69,0.11,156,Moderate
Amaravati,82.76,3.15,22.64,14.7,0.78,29.74,55.26,0.85,8.1,0.14,160,Moderate
Amaravati,90.54,3.23,23.89,15.42,1,19.16,63.55,0.73,6.25,0.1,185,Moderate
Amaravati,61.25,3.05,19.42,12.92,0.95,17.57,60.61,0.86,7.98,,174,Moderate
Amaravati,36.75,2.46,12.29,8.54,0.56,12.2,42.28,0.18,2.81,,79,Satisfactory
Amaravati,24.96,4.02,15.4,11.55,0.52,13.35,37.78,0.24,7.47,,61,Satisfactory
Amaravati,39.12,5.93,24.73,17.97,0.77,10.8,34.82,0.71,8.37,0.13,83,Satisfactory
Amaravati,51.44,4.9,22.53,15.96,0.68,12.58,36.02,0.76,4.92,0.16,86,Satisfactory
Amaravati,38.89,3.95,18.7,13.15,0.62,10.22,36.73,0.88,12.73,0.15,72,Satisfactory
Amaravati,35.8,3.3,16.11,11.24,0.62,12.83,39.73,0.49,4.63,0.12,66,Satisfactory
Amaravati,39.06,2.22,13.1,8.77,0.55,13.87,41.66,0.44,12.72,0.1,64,Satisfactory
Amaravati,47.53,2.62,17.58,11.48,0.65,17.05,41.13,0.66,10.29,0.19,73,Satisfactory
Amaravati,46.6,4.18,17.93,12.93,0.62,18.96,43.5,0.59,6.47,0.18,76,Satisfactory
Amaravati,67.15,4.36,25.62,17.18,0.84,12.22,47.84,1.2,9.82,0.25,96,Satisfactory
Amaravati,66.82,2.43,17.15,11.09,0.75,12.67,53.85,1.3,12.96,0.23,137,Moderate
Amaravati,83.16,2.51,17.41,11.31,0.76,17.03,49.59,1.33,14.69,0.13,138,Moderate
Amaravati,79.92,2.56,19.92,12.69,0.9,23.63,43.53,0.87,3.69,0.15,188,Moderate
Amaravati,83.64,1.83,15.67,9.82,0.84,16.5,50.47,0.94,4.12,0.12,166,Moderate
Amaravati,72.34,1.6,13.46,8.46,0.71,17.81,56.41,0.75,5.72,0.11,162,Moderate
Amaravati,72.99,1.88,13.46,8.68,0.69,11.56,57.63,0.93,4.69,0.12,147,Moderate
Amaravati,76.56,1.87,14.77,9.37,0.82,14.21,56.77,0.98,5.28,0.11,138,Moderate
Amaravati,84.51,1.73,13.16,8.41,0.95,17.69,54,1.19,3.31,0.12,194,Moderate
Amaravati,50.52,2.37,14.79,9.79,0.59,13.86,32.95,0.89,2.1,0.12,114,Moderate
Amaravati,41.79,3.48,17.65,12.21,0.63,14.1,29.21,0.74,2.45,0.13,77,Satisfactory
Amaravati,57.09,2.19,15.8,10.17,0.78,9.56,35.44,0.92,2.46,0.12,79,Satisfactory
Amaravati,74.45,1.54,12.5,7.89,0.75,19.09,59.61,1.04,2.28,0.15,133,Moderate
Amaravati,59.42,1.63,12.73,8.09,0.92,20.55,63.08,0.87,6.68,0.15,131,Moderate
Amaravati,49.5,1.67,12.64,8.05,0.64,17.14,64.8,0.7,1.44,0.11,87,Satisfactory
Amaravati,59.64,1.67,12.12,7.81,0.77,17.53,57.26,0.89,3.38,0.12,96,Satisfactory
Amaravati,42.46,1.72,12.17,7.87,0.73,17.09,55.17,0.79,2.12,0.11,82,Satisfactory
Amaravati,39.07,1.81,13.53,8.67,0.69,22.14,43.7,0.77,3.4,0.17,76,Satisfactory
Amaravati,22.79,2.27,18.79,11.83,0.64,19.87,23.59,0.6,5.88,0.24,47,Good
Amaravati,37.81,1.73,12.98,8.31,0.63,14.68,36.53,0.6,1.94,0.14,55,Satisfactory
Amaravati,38.82,1.9,11.64,7.75,0.65,18.74,48.53,0.58,1.28,0.11,66,Satisfactory
Amaravati,69.49,1.95,12.04,8,0.68,17.89,59.37,0.71,1.24,0.1,109,Moderate
Amaravati,53.32,1.81,11.47,7.58,0.64,15.37,53.9,0.55,1,0.1,103,Moderate
Amaravati,37.23,1.83,13.23,8.52,0.53,13.54,46.31,0.5,0.92,0.11,78,Satisfactory
Amaravati,51.22,3.18,21.49,14.02,0.67,20.19,36.26,0.85,4.41,0.21,70,Satisfactory
