City,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amaravati,50.56,6.93,37.27,25.44,0.97,5.25,23.36,0.08,2.3,0.1,99,Satisfactory
Amaravati,50.54,2.91,26.96,16.74,0.9,17.9,36.66,0.1,2.28,0.21,121,Moderate
Amaravati,26.22,2.24,20.1,12.54,0.61,8.25,23.74,0.07,3.07,0.12,86,Satisfactory
Amaravati,31.83,2.76,16.83,11.14,0.61,5.87,24.72,0.05,2.64,0.11,57,Satisfactory
Amaravati,70.26,0.4,11.87,6.57,0.62,7.29,31.4,0.06,2.1,0.1,107,Moderate
Amaravati,59.47,0.54,12.85,7.18,0.68,7.62,30.57,0.04,1.88,0.11,118,Moderate
Amaravati,58.71,0.41,13.88,7.62,0.86,6.89,36.2,0.12,1.84,0.1,110,Moderate
Amaravati,56.29,0.25,16.71,9.02,0.95,12.91,48.39,0.16,2.37,0.1,114,Moderate
Amaravati,50.41,1.68,25.6,15.01,0.69,11.81,33.46,0.17,3.82,0.11,111,Moderate
Amaravati,57.53,1.94,25.03,14.88,0.78,25.39,31.15,0.15,3.02,0.14,117,Moderate
Amaravati,43.82,1.45,16.01,9.45,0.67,17.62,27.62,0.09,2.52,0.12,107,Moderate
Amaravati,42.71,15.9,17.35,22.25,0.49,9.53,30.68,0.1,3.09,0.12,87,Satisfactory
Amaravati,54.73,3.49,12.79,9.73,0.58,8.21,30.21,0.08,2.23,0.15,89,Satisfactory
Amaravati,50.91,4.55,16.33,12.39,0.64,10.34,26.24,0.1,2.51,0.1,97,Satisfactory
Amaravati,38.5,4.5,16.82,12.69,0.58,11.02,26.62,0.1,2.68,0.11,100,Satisfactory
Amaravati,32.21,7.39,17.33,15.32,0.6,11.81,24.84,0.12,3.28,0.13,105,Moderate
Amaravati,35.36,6.13,17.75,14.52,0.85,10.87,23.99,0.09,2.92,0.2,114,Moderate
Amaravati,59.65,8.21,19.14,16.94,0.7,10.82,21.64,0.16,2.67,0.15,116,Moderate
Amaravati,39.52,19.35,21.18,27,0.81,15.02,18.8,0.15,2.65,0.2,116,Moderate
Amaravati,43.08,5.34,19.02,14.54,0.79,22.7,25.64,0.09,2.16,0.12,108,Moderate
Amaravati,38.1,7.1,22.21,17.68,0.79,13.89,22.73,0.06,2.12,0.11,100,Satisfactory
Amaravati,33.08,5.37,18.83,14.38,0.72,8.98,23.63,0.05,2.04,0.1,92,Satisfactory
Amaravati,29.7,4.45,17.33,13.01,0.65,9.71,29.26,0.05,1.85,0.1,80,Satisfactory
Amaravati,38.67,4.45,22.81,15.74,0.66,12.63,22.9,0.06,2.18,0.11,88,Satisfactory
Amaravati,30.04,11.58,24.74,22.65,0.78,8.98,17.81,0.05,1.91,0.21,83,Satisfactory
Amaravati,39.72,19.66,26.29,30.06,0.81,9.68,17.53,0.11,2.46,0.17,100,Satisfactory
Amaravati,38.21,5.71,19.03,14.85,0.75,8.03,22.81,0.05,2.19,0.1,81,Satisfactory
Amaravati,58.31,11.93,28.85,25.14,1.03,10.21,22.24,0.12,2.38,0.16,112,Moderate
Amaravati,62.49,8.08,22.65,18.7,0.91,12.68,26.26,0.09,2.18,0.12,113,Moderate
Amaravati,49.04,5.75,19.92,15.26,0.64,6.82,26.52,0.1,2.5,0.1,105,Moderate
Amaravati,41.67,2.74,13.08,9.19,0.78,8.35,30.38,0.11,2.08,0.1,88,Satisfactory
Amaravati,32.44,6.01,19.07,15.02,0.68,7.75,21.52,0.09,2.72,0.15,78,Satisfactory
Amaravati,26.43,10.73,20.82,19.8,0.72,9.43,16.52,0.08,2.24,0.13,78,Satisfactory
Amaravati,25.08,7.17,15.22,13.94,0.56,8.63,13.8,0.05,2.19,0.12,69,Satisfactory
Amaravati,26.09,4.9,10.42,9.51,0.58,11.33,21.38,0.02,1.26,0.1,60,Satisfactory
Amaravati,16.62,4.9,8.18,8.43,0.58,6.37,12.68,0.01,1.52,,51,Satisfactory
Amaravati,49.58,4.98,19.05,14.27,0.7,12.47,20.32,0.09,2.18,0.22,61,Satisfactory
Amaravati,43.52,6.41,20.43,16.16,0.8,10.57,23.36,0.12,2.6,0.29,90,Satisfactory
Amaravati,39.83,4.63,14.37,11.5,0.7,8.89,23.13,0.09,2.71,0.1,74,Satisfactory
Amaravati,36.89,6.62,18.83,15.39,0.57,7.04,13.58,0.06,2.88,0.1,76,Satisfactory
Amaravati,52.69,4.69,14.44,11.58,0.59,16.81,19.03,0.01,1.48,0.1,92,Satisfactory
Amaravati,46.48,4.35,14.79,11.5,0.6,15.55,21.04,0.03,1.62,0.16,93,Satisfactory
Amaravati,44.22,3.56,8.53,7.52,0.73,9.61,23.87,0.02,1.28,0.1,88,Satisfactory
Amaravati,35.91,2.94,6.99,6.19,0.67,3.69,27.58,0.01,1.69,,75,Satisfactory
Amaravati,39.05,3.43,9.86,8.11,0.68,7.26,23.74,0.05,2.2,0.13,79,Satisfactory
Amaravati,30.21,5.11,11.29,10.25,0.58,13.19,20.89,0.01,1.96,0.1,74,Satisfactory
Amaravati,31.14,4.25,10.36,9.05,0.83,14.42,20.99,0.02,1.69,0.1,62,Satisfactory
Amaravati,24.23,4.32,14.33,11.23,0.56,9.95,23.86,0.04,1.38,0.1,55,Satisfactory
Amaravati,22.29,4.38,11.27,9.64,0.67,8.08,19.63,0.03,1.85,0.1,56,Satisfactory
Amaravati,25.28,4.93,9.65,9.24,0.72,8.7,19.64,0.01,1.5,0.1,56,Satisfactory
Amaravati,19.68,2.06,6.63,5.2,0.69,5.86,14.34,0,1.43,,52,Satisfactory
Amaravati,24.4,5.01,10.84,9.84,0.74,7.4,13.13,0,1.11,0.1,76,Satisfactory
Amaravati,20.05,4.17,13.54,10.69,0.65,10.35,34.29,0.02,1.12,,76,Satisfactory
Amaravati,23.72,4.18,8.86,8.18,0.81,6.71,19.29,0,0.99,0.1,81,Satisfactory
Amaravati,26.12,4.8,11.71,10.14,0.5,6.88,14.32,0,1.14,0.12,59,Satisfactory
Amaravati,14.42,3.41,6.9,6.44,0.43,9.19,35.44,0.08,2.85,,55,Satisfactory
Amaravati,12.42,4.47,10.28,9.11,0.51,5.82,36.88,0.03,0.21,0.15,52,Satisfactory
Amaravati,15.2,4.69,9.26,8.84,1.18,6.82,54.21,2.11,0.06,4.47,125,Moderate
Amaravati,9.58,3.12,9.05,7.35,0.59,7.27,122.21,1,0,,192,Moderate
Amaravati,16.44,2.37,7.26,5.79,,8.06,40.47,0.95,0,0.1,81,Satisfactory
Amaravati,13.23,2.51,5.4,4.92,,6.55,29.12,0.23,0.04,1.3,65,Satisfactory
Amaravati,25.62,4.28,13.88,10.97,0.48,7.3,44.62,0.44,0.34,8.45,86,Satisfactory
Amaravati,40.32,4.36,11.3,9.65,0.5,7.57,24.35,39.22,4.47,8.46,62,Satisfactory
Amaravati,13.07,3.8,8.59,7.75,0.46,6.09,29.05,28.37,5.06,4.02,78,Satisfactory
Amaravati,16.56,3.03,7.25,6.31,0.41,6.48,62.01,35.84,0.44,1.52,114,Moderate
Amaravati,30.96,3.63,10.82,8.8,0.36,11.72,82.13,48.64,6.44,,134,Moderate
Amaravati,23.25,4.29,15.21,11.68,0.43,9.78,57.54,21.16,20.84,,106,Moderate
Amaravati,31.26,2.6,10.78,7.92,0.4,7.7,100.25,6.66,1,47.94,136,Moderate
Amaravati,28.12,2.67,13.18,9.28,0.38,7.28,126.43,4.24,6.34,22.67,155,Moderate
Amaravati,32.33,3.37,18.42,12.62,0.51,6.22,44.58,1.84,76.32,,87,Satisfactory
Amaravati,18.81,3.91,11.7,9.49,1.01,5.53,62.72,0.23,0.26,0.1,88,Satisfactory
Amaravati,18.69,3.48,12.39,9.52,0.81,7.62,68.32,0.38,0.2,,101,Moderate
Amaravati,17.85,3.35,11.42,8.88,1.05,6.86,63.17,0.41,0.24,,80,Satisfactory
Amaravati,18.09,3,7.26,6.39,1,6.14,64.6,0.4,0.24,0.1,89,Satisfactory
Amaravati,18.93,3.85,7.4,7.15,0.55,6.76,50.27,0.43,0.26,,71,Satisfactory
Amaravati,16.86,2.98,8.54,6.96,0.52,7.12,50.39,0.36,0.22,0.1,68,Satisfactory
Amaravati,16.85,5.26,10.6,10,0.57,7.55,43.4,0.38,0.25,,56,Satisfactory
Amaravati,16.46,5.95,17.41,14.19,0.61,4.72,40.44,0.48,0.5,0.3,65,Satisfactory
Amaravati,18.4,4.29,13.66,10.85,0.38,5.51,48,0.4,0.28,0.1,66,Satisfactory
Amaravati,20.31,3.84,12.76,9.99,0.41,7.54,61.59,0.39,0.25,0.1,96,Satisfactory
Amaravati,23.99,3.45,16.64,11.74,0.51,5.01,46.14,0.34,0.32,0.13,68,Satisfactory
Amaravati,20.36,4.47,15.53,11.98,0.52,6.62,53.13,0.32,0.27,0.11,76,Satisfactory
Amaravati,15.08,5.11,13.96,11.66,0.4,4.9,44.36,0.32,0.25,0.11,70,Satisfactory
Amaravati,19.42,5.64,13.23,11.71,0.41,5.6,47.28,0.29,0.25,0.1,75,Satisfactory
Amaravati,13.93,5.11,10.72,9.94,0.33,6.52,44.77,0.3,0.25,0.1,73,Satisfactory
Amaravati,18.29,6.12,17.63,14.44,0.63,6.53,37.35,0.32,0.29,0.13,85,Satisfactory
Amaravati,17.25,2.58,6.82,5.82,0.37,4.65,65.23,0.29,0.2,0.2,83,Satisfactory
Amaravati,16.89,2.61,6.37,5.51,0.39,6.75,54.84,0.35,0.87,4.88,62,Satisfactory
Amaravati,15.95,7.52,7.16,10.56,0.64,8.77,37.76,0.28,0.12,0.1,79,Satisfactory
Amaravati,8.68,2.19,5.01,4.44,0.31,6.29,19.52,0.2,0.06,0.1,31,Good
Amaravati,10.45,4.1,11.13,9.34,0.47,9.94,28.24,0.21,0.09,0.1,39,Good
Amaravati,14.48,5.28,12.77,11.09,0.5,9.81,24.28,0.19,0.07,0.1,42,Good
Amaravati,17.96,5.68,14.95,12.66,0.69,6.51,32.73,0.19,0.12,0.15,73,Satisfactory
Amaravati,17.42,5.71,16.26,13.39,0.47,11.83,28.85,0.21,0.11,0.1,55,Satisfactory
Amaravati,17.79,7.15,16.25,14.55,0.62,10.42,26.08,0.16,0.08,0.2,86,Satisfactory
Amaravati,17.74,10.41,20.1,19.29,0.49,10.98,27.33,0.2,0.19,0.1,57,Satisfactory
Amaravati,21.78,5.21,20.63,15.21,0.44,9.64,25.7,0.16,0.18,0.1,85,Satisfactory
Amaravati,28.31,9.45,24.83,20.98,0.54,6.69,31.12,0.13,0.12,0.1,85,Satisfactory
Amaravati,27.1,9.04,23.91,20.07,0.47,12.6,23.43,0.16,0.22,0.1,106,Moderate
Amaravati,20.21,4.66,16.41,12.61,0.34,6.74,29.91,0.12,0.08,0.1,100,Satisfactory
Amaravati,18.52,6.99,18.33,15.52,0.43,12.46,28.73,0.13,0.1,0.1,68,Satisfactory
Amaravati,25.59,10.33,21.95,20.17,0.5,8.64,26.4,0.13,0.14,0.12,61,Satisfactory
Amaravati,21.79,4.79,15.65,12.3,0.38,11.1,30.57,0.12,0.08,0.2,71,Satisfactory
Amaravati,18.47,7.36,16.89,15.06,0.8,11.49,22.14,0.11,0.09,0.1,111,Moderate
Amaravati,16.73,6.61,16.05,14,0.44,9.02,20.11,0.11,0.07,0.13,47,Good
Amaravati,18.72,7.08,25.46,19.29,0.42,12.33,18.28,0.12,0.15,0.1,47,Good
Amaravati,11.39,4.4,11.2,9.63,0.39,9.47,21.17,0.12,0.07,0.1,48,Good
Amaravati,10.62,3.71,9.32,8.1,0.59,10.32,14.62,0.07,0.03,0.1,49,Good
Amaravati,8.1,2.78,8.58,6.84,0.77,8.72,14.52,0,0,,50,Good
Amaravati,9.28,5.01,7.85,8.31,0.92,8.12,12.29,0.04,0.03,0.1,57,Satisfactory
Amaravati,7.45,3.99,8.92,8.08,0.88,8.35,16.01,0.05,0.04,0.1,60,Satisfactory
Amaravati,15.32,3.13,10.48,8.12,0.88,8.93,14.12,0.1,0.06,0.1,52,Satisfactory
Amaravati,8.84,3.77,6.74,6.74,0.95,8.39,21.01,0.1,0.02,,54,Satisfactory
Amaravati,11.39,3.02,7.96,6.77,0.96,11.82,26.34,0.1,0.02,0.1,63,Satisfactory
Amaravati,12.51,2.71,6.6,5.8,0.86,9.47,28.28,0.1,0.02,0.1,53,Satisfactory
Amaravati,8.71,1.36,6.04,4.31,1.03,8.12,22.3,0.1,0.01,0.1,56,Satisfactory
Amaravati,11.3,5.81,11.69,11.08,1.2,9.05,24.93,0.12,0.07,,112,Moderate
Amaravati,7,1.7,7.66,5.45,1.08,8.39,17.77,0.09,0,0.1,75,Satisfactory
Amaravati,15.76,4.78,19.03,14.1,1.36,9.46,23.34,0.1,0.09,0.15,89,Satisfactory
Amaravati,18.79,5.2,20.45,15.18,1.1,10.01,22.54,0.1,0.07,0.1,76,Satisfactory
Amaravati,15.05,3.3,14.59,10.44,0.95,10.12,22.85,0.1,0.04,,78,Satisfactory
Amaravati,10.1,4.73,13.33,11.02,0.87,9.24,20.67,0.1,0.08,0.1,66,Satisfactory
Amaravati,14.43,6.66,16.04,14.03,0.95,9.76,24.54,0.09,0.06,0.13,61,Satisfactory
Amaravati,22.65,4.52,16.8,12.7,1.18,8.89,29.44,0.1,0.08,0.1,83,Satisfactory
Amaravati,28.45,6.68,19.36,15.81,1.39,9.78,29.76,0.1,0.07,0.1,87,Satisfactory
Amaravati,24.94,3.56,19.99,13.29,1.4,11.98,28.1,0.04,0.06,0.1,97,Satisfactory
Amaravati,26.24,4.63,21.34,15.23,1.68,11.17,27.98,0.07,0.12,0.1,98,Satisfactory
Amaravati,30.6,7.16,24.63,18.91,1.71,11.64,24.36,0.11,0.18,0.12,99,Satisfactory
Amaravati,21.81,12.19,23.75,22.67,1.64,11.8,29.05,0.09,0.07,,94,Satisfactory
Amaravati,24.22,9.81,26.49,22.16,1.68,11.54,26.93,0.09,0.1,0.1,98,Satisfactory
Amaravati,19.82,5.45,17.14,13.64,1.82,12.89,29.25,0.07,0.09,,102,Moderate
Amaravati,25.11,6.01,21.87,16.61,1.57,11.73,31.81,0.09,0.08,,96,Satisfactory
Amaravati,31.3,9.49,25.22,21.23,1.48,11.06,35.61,0.08,0.16,0.1,90,Satisfactory
Amaravati,27.1,11.58,21.31,20.76,1.54,10.21,28.77,0.08,0.11,0.1,106,Moderate
Amaravati,33.28,10.44,32.4,25.96,1.11,8.91,30.15,0.07,0.07,0.1,88,Satisfactory
Amaravati,40.66,4.78,23.58,16.52,0.76,10.9,38.55,0.05,0.03,,103,Moderate
Amaravati,40.56,2.56,17.56,11.42,0.62,11.29,37.87,0.07,0.11,0.1,76,Satisfactory
Amaravati,37.93,3.85,20.86,14.32,0.78,8.91,34.81,0.07,0.17,0.14,68,Satisfactory
Amaravati,31.64,2.6,18.65,11.86,0.66,9.58,39.56,0.06,0.07,0.1,75,Satisfactory
Amaravati,22.12,3.73,16.1,11.69,1.34,10.48,41.51,0.01,0.02,,89,Satisfactory
Amaravati,29.25,4.16,17.41,12.79,0.81,11.24,42.2,0,0.03,,79,Satisfactory
Amaravati,38.32,3.61,26.27,16.89,0.65,13.38,25.95,0.05,0.18,,65,Satisfactory
Amaravati,35.02,2.84,21.04,13.5,0.74,6.28,41.37,0.02,0.03,0.1,80,Satisfactory
Amaravati,24.29,3.45,13.45,10.13,0.97,14.1,47.86,0.03,0.07,0.1,81,Satisfactory
Amaravati,19.69,3.1,12.18,9,0.43,12.28,27.91,0,0.02,,52,Satisfactory
Amaravati,18.81,6.24,14.01,12.61,0.92,14.67,20.67,0.01,0.02,,89,Satisfactory
Amaravati,26.13,8.3,22.94,19.06,0.82,27,30.84,0.03,7.96,12.4,59,Satisfactory
Amaravati,24.08,8.17,27.49,21.37,0.84,13.47,27.49,0.03,0.07,0.12,62,Satisfactory
Amaravati,21.81,6.87,28.22,20.75,0.62,17.33,25.36,0.02,0.13,,52,Satisfactory
Amaravati,14.58,15.55,15.29,20.86,0.85,14.92,20.11,0.03,0.06,,61,Satisfactory
Amaravati,,10.61,14.9,16.55,0.84,11.9,25.72,0.01,0.06,,57,Satisfactory
Amaravati,8.98,6.59,12.51,12.1,0.75,8.48,21.47,0,0.03,,49,Good
Amaravati,9.7,20.22,13.81,23.79,0.72,7.25,14.92,0.01,0.1,,48,Good
Amaravati,25.88,6.94,17.79,15.2,0.84,12.41,27.48,0.04,0.21,0.1,56,Satisfactory
Amaravati,49.7,8.38,25.91,20.65,0.76,14.31,46.63,0.05,0.16,0.1,80,Satisfactory
Amaravati,68.66,11.84,36.24,28.91,0.86,10.92,28.42,0.09,0.07,,121,Moderate
Amaravati,65.16,22.45,52.69,46.28,1.07,25.5,37.46,0.08,0.14,0.1,142,Moderate
Amaravati,52.88,5.52,26.45,18.96,0.81,31.74,57.33,0.04,0.05,0.1,154,Moderate
Amaravati,40.99,4.32,29.54,19.32,0.6,24.37,44.5,0.06,0.08,0.1,130,Moderate
Amaravati,47.2,5.83,28.13,19.71,0.88,16.73,36.92,0.06,0.09,,109,Moderate
Amaravati,39.22,4.9,24.58,17.06,0.95,10.6,25.73,0,0.06,0.1,113,Moderate
Amaravati,36.86,8.26,27.36,21.36,1.09,9.33,21.11,0.02,0.12,0.14,91,Satisfactory
Amaravati,34.41,10.35,25.38,22,1.07,10.8,21.99,0.02,0.19,0.28,77,Satisfactory
Amaravati,22.05,6.04,18.92,15.15,0.94,10.51,26.78,0,0.02,,80,Satisfactory
Amaravati,71.31,11.55,25.88,23.25,1.29,11.32,34.32,0.06,0.08,,149,Moderate
Amaravati,63.54,4.41,25.81,17.47,1.17,19.34,47.53,0.07,0.07,,133,Moderate
Amaravati,56.53,9.84,36.38,27.43,1.18,13.43,41.17,0.08,0.15,0.1,122,Moderate
Amaravati,69.42,1.79,45.82,25.35,1.35,23.42,39,0.07,0.38,0.14,133,Moderate
Amaravati,53.53,1.52,38.23,21.54,0.88,15.52,37.22,0.07,0.28,0.14,133,Moderate
Amaravati,48.33,1.38,36.77,20.23,1.16,28.74,37.42,0.08,0.22,0.1,118,Moderate
Amaravati,58.65,1.23,36.24,20.27,1.26,14.54,31.09,0.07,0.13,0.13,118,Moderate
Amaravati,21.58,20.4,39.44,37.67,0.73,10.43,19.42,0,0.07,0.1,61,Satisfactory
Amaravati,23.22,20.42,39.56,37.74,0.89,10.33,21.33,0.01,0.11,0.1,86,Satisfactory
Amaravati,28.39,11.5,45.23,33.61,1.04,10.36,35.14,0.01,0.05,,70,Satisfactory
Amaravati,51.51,20.08,57.93,47.24,1.07,12.3,26.53,0.04,0.11,0.1,105,Moderate
Amaravati,56.85,16.11,62.91,46.64,0.82,18.89,27.44,0.03,0.09,0.1,106,Moderate
Amaravati,68.25,15.11,65,46.85,1.22,25.14,30.3,0.08,0.29,0.1,120,Moderate
Amaravati,84.48,14.25,80.74,54.62,1.21,30.44,33.39,0.1,0.39,0.25,156,Moderate
Amaravati,77.38,22.55,75.54,58.58,1.15,30.69,35.94,0.09,0.29,0.16,182,Moderate
Amaravati,71.23,15.11,89.44,59.86,1.48,38.91,32.4,0.12,0.56,0.2,144,Moderate
Amaravati,16.21,13.93,43.42,34.5,0.87,7.51,17.51,0.01,0.07,,64,Satisfactory
Amaravati,19.48,14.56,35.92,30.95,0.84,7.49,15.47,0.01,0.07,0.1,56,Satisfactory
Amaravati,85.11,9.11,97.16,59.17,1.28,17.17,37.99,0.1,0.23,0.11,189,Moderate
Amaravati,93.95,19.47,105.22,71.79,1.81,20.78,39.9,0.11,0.3,0.15,190,Moderate
Amaravati,80.96,4.73,89.01,51.18,1.51,15.71,41.41,0.12,0.26,0.11,215,Poor
Amaravati,77.86,10.69,90.28,56.71,1.16,14.21,22.45,0.1,0.5,0.13,145,Moderate
Amaravati,70.89,3.58,68.12,39.14,1.17,13.87,29.82,0.07,0.44,0.12,160,Moderate
Amaravati,74.34,4.54,69.78,40.81,1.09,14.03,33.95,0.09,0.12,0.1,130,Moderate
Amaravati,97.09,4.09,86.95,49.58,1.11,13.62,33.03,0.1,0.12,0.12,176,Moderate
Amaravati,111.21,4.42,76.7,44.4,1.47,10.17,31.17,0.06,0.06,0.1,266,Poor
Amaravati,107.24,5.85,72.27,43.16,1.14,9.58,28.5,0.09,0.04,0.1,276,Poor
Amaravati,89.07,5.59,72.19,42.93,1.23,11.7,29.51,0.07,0.05,0.1,218,Poor
Amaravati,93.1,5.46,77.58,45.71,0.97,13.75,33.59,0.1,0.11,,206,Poor
Amaravati,90.61,5.37,74.89,44.2,1.07,17.68,31.59,0.11,0.3,0.15,180,Moderate
Amaravati,96.57,3.33,57.77,33.44,1.1,23.81,39.75,0.11,0.11,0.1,217,Poor
Amaravati,48.88,6.61,63.12,38.95,0.94,29.45,23.97,0.06,0.16,0.11,81,Satisfactory
Amaravati,55.24,3.65,55.65,32.57,1.17,13.62,27.34,0.07,0.15,0.1,89,Satisfactory
Amaravati,83.4,2.86,46.47,27.04,1,12.32,32.68,0.08,0.21,0.1,136,Moderate
Amaravati,93.78,5.55,67.51,40.43,1.34,42.75,29.16,0.1,0.21,0.1,199,Moderate
Amaravati,92.72,13.43,77.45,52.11,1.16,20.19,24.79,0.1,0.22,0.11,221,Poor
Amaravati,76.48,12.45,69.63,47.16,1.08,13.32,24.73,0.05,0.05,,178,Moderate
Amaravati,73.19,13.43,69.17,47.7,0.92,25.43,22.5,0.07,0.22,0.1,119,Moderate
Amaravati,82.53,5.44,67.17,40.16,1.01,28.57,24.03,0.09,0.19,0.13,153,Moderate
Amaravati,95.18,4.57,76.4,44.35,1.34,33.25,30.68,0.1,0.36,0.15,202,Poor
Amaravati,79.29,4.24,74.24,42.93,1.1,40.52,28.79,0.09,0.23,0.16,191,Moderate
Amaravati,83.17,6.56,83.38,49.69,1.09,30.85,24.84,0.1,0.21,0.11,183,Moderate
Amaravati,109.97,13.93,124.57,77.59,1.38,48.92,30.25,0.11,0.25,0.13,210,Poor
Amaravati,139.38,35.59,140.17,103.49,1.24,42.26,20.87,0.13,0.58,0.13,304,Very Poor
Amaravati,126.47,9.48,106.1,64.14,1.43,15.29,26.24,0.12,0.25,0.1,312,Very Poor
Amaravati,127.94,6.73,92.41,54.63,1.33,15.9,28.51,0.11,0.31,0.1,304,Very Poor
Amaravati,126.66,9.63,94.51,58.1,1.45,11.75,26.07,0.12,0.22,0.1,306,Very Poor
Amaravati,121.47,17.24,103.31,68.98,1.5,16.53,24.55,0.12,0.31,0.1,302,Very Poor
Amaravati,118.17,36.87,121.38,94.54,1.25,39.68,21.18,0.1,0.25,0.13,298,Poor
Amaravati,97.45,12.68,121.94,75.16,0.86,66.39,27.23,0.09,0.16,0.18,274,Poor
Amaravati,115.23,14.96,113.39,72.47,0.78,9.43,20.07,0.11,0.23,0.13,270,Poor
Amaravati,121.81,11.17,100.16,62.36,0.96,10.56,24.73,0.1,0.15,0.1,302,Very Poor
Amaravati,99.69,5.83,71.61,42.84,0.5,10.52,24.22,0.08,0.08,0.1,257,Poor
Amaravati,92.66,4.86,57.32,34.44,0.64,12.33,25.51,0.07,0.18,0.1,212,Poor
Amaravati,116.99,2.91,58.43,33.44,0.44,12.91,26.84,0.1,0.12,0.1,256,Poor
Amaravati,120.33,5.68,60.37,36.74,1.02,26.39,21.83,0.08,0.14,0.11,301,Very Poor
Amaravati,108.43,3.49,50.62,29.77,0.7,6.49,24.73,0.08,0.13,0.1,274,Poor
Amaravati,118,3.46,58.6,33.99,0.82,13.73,24.69,0.1,0.18,0.1,262,Poor
Amaravati,107.94,5.64,63.17,38.2,0.8,26.75,21.59,0.08,0.15,0.1,287,Poor
Amaravati,108.34,13.44,61.22,43.49,0.72,11.71,23.64,0.09,0.13,0.1,262,Poor
Amaravati,96.45,17.23,71.77,52.18,0.91,16,22.52,0.07,0.11,0.1,242,Poor
Amaravati,90.25,7.53,64.26,40.3,0.55,14.8,25.31,0.06,0.09,,204,Poor
Amaravati,100.34,20.01,60.14,48.26,0.85,13.57,24.82,0.06,0.08,0.1,230,Poor
Amaravati,62.75,4.15,49.18,29.54,0.55,13.17,28.15,0.02,0.02,,171,Moderate
Amaravati,62.74,6.36,43.14,28.2,0.87,11.48,20.37,0.04,0.04,0.1,113,Moderate
Amaravati,34.51,3.87,38.2,23.52,0.72,12.19,17.24,0.02,0.01,,96,Satisfactory
Amaravati,15.12,2.65,22.75,14.26,0.38,8.37,19.39,0,0.02,,56,Satisfactory
Amaravati,27.25,2.38,27.55,16.59,0.44,11.04,19.68,0.02,0.06,,48,Good
Amaravati,51.67,5.29,55.79,34.06,1.28,15.66,20.15,0.06,0.12,0.11,91,Satisfactory
Amaravati,54.24,5.5,56.1,34.39,0.98,27.99,25.38,0.04,0.05,0.1,96,Satisfactory
Amaravati,47.81,5.98,65.34,39.69,1.02,26.84,36.53,0.03,0.08,0.15,111,Moderate
Amaravati,84.99,5.14,71.78,42.43,1.39,15.58,47.94,0.07,0.14,0.1,143,Moderate
Amaravati,63.05,5.4,68.18,40.73,1.06,13.42,47.46,0.06,0.36,0.11,141,Moderate
Amaravati,71.09,29.13,85.01,68.98,1.15,10.68,40.2,0.06,0.1,0.1,130,Moderate
Amaravati,76.78,6.08,69.13,41.71,1.27,17.71,48.7,0.06,0.1,,149,Moderate
Amaravati,73.21,3.04,61.14,35.07,1.11,16.63,62.74,0.08,0.14,0.1,150,Moderate
Amaravati,81.64,13.08,83.44,55.08,1.58,12.92,43.18,0.08,0.19,0.1,159,Moderate
Amaravati,81.71,15.23,74.7,49.36,1.03,18.7,37.16,0.07,0.09,0.1,178,Moderate
Amaravati,75.52,7.69,25.85,20.1,0.74,12.37,32.23,0.05,0.06,0.1,159,Moderate
Amaravati,58.02,2.61,16.37,10.79,0.76,8.47,38.97,0,0,,126,Moderate
Amaravati,65.56,6.38,23.26,17.36,0.86,16.7,34.16,0.01,0.05,0.14,115,Moderate
Amaravati,56.98,1.02,16.86,9.76,0.52,10.21,32.14,0.01,0.06,,136,Moderate
Amaravati,74.5,3.19,17.12,11.14,0.66,10.22,39.91,0.01,0.02,,131,Moderate
Amaravati,66.61,4.03,26.18,17.28,0.66,9.84,39.63,0.02,0.05,,137,Moderate
Amaravati,70.86,3.01,28.42,17.6,0.74,10.43,41.96,0.06,0.1,0.1,121,Moderate
Amaravati,69.96,15.49,35.52,31.56,0.84,9.78,37.99,0.05,0.08,0.11,157,Moderate
Amaravati,60.11,2.29,22.82,13.91,0.7,6.98,40.95,0.02,0.02,0.1,116,Moderate
Amaravati,33.9,2.59,15.97,10.54,0.55,7.78,32.91,0,0.01,,87,Satisfactory
Amaravati,31.75,1.38,13.31,8.16,0.54,13.52,27.85,0,0.01,,58,Satisfactory
Amaravati,34.8,7.55,17.35,15.37,0.59,12.99,24.83,0,0,,74,Satisfactory
Amaravati,32.07,8.59,17.16,16.19,0.72,10.51,19.85,0,0,,90,Satisfactory
Amaravati,30.32,7.19,15.26,14.04,0.58,10.5,24.21,0,0.01,,61,Satisfactory
Amaravati,38.35,18.66,21.18,26.51,0.72,8.3,27.25,0,0.04,0.15,96,Satisfactory
Amaravati,36.92,26.53,25.18,35.05,0.64,14.78,30.4,0,0.04,0.1,96,Satisfactory
Amaravati,43.16,43.76,28.73,50.94,0.8,9.67,31.72,0.02,0.07,0.11,126,Moderate
Amaravati,42.51,18.77,24.64,28.36,0.53,14.5,35.13,0.02,0.05,0.12,131,Moderate
Amaravati,33.88,3.59,18.86,13.05,0.51,13.5,30.89,0,0.01,0.1,95,Satisfactory
Amaravati,22.47,3.89,12.56,9.93,0.46,11.27,19.85,0,0,,62,Satisfactory
Amaravati,14.78,2.82,8.15,6.69,0.4,10.43,23.58,0,0.01,,64,Satisfactory
